,pnName,eqpName,perfId,ymdms,volTage,amPere,arPower,atvPower,ratPower,pwFactor,accruePower,voltagerS,voltagesT,voltagetR,temperature
90,PA-A-30_판넬PC,2층203호냉난방기,300,20210308005020,227.91,0.367,73797,3709,4294890000,10,2124850,394.767,394.752,393.255,21.504
91,PA-A-30_판넬PC,2층203호냉난방기,300,20210308005045,228.102,0.367,73563,3493,4294890000,10,2124850,395.102,395.084,393.427,21.312
92,PA-A-30_판넬PC,2층203호냉난방기,300,20210308005110,227.951,0.367,73455,3396,4294890000,10,2124850,394.859,394.823,393.195,21.504
93,PA-A-30_판넬PC,2층203호냉난방기,300,20210308005135,228.166,0.368,73664,3436,4294890000,10,2124850,395.089,395.195,393.517,21.504
94,PA-A-30_판넬PC,2층203호냉난방기,300,20210308005225,228.015,0.367,73563,3142,4294890000,10,2124850,395.025,394.934,393.345,21.504
95,PA-A-30_판넬PC,2층203호냉난방기,300,20210308005250,227.916,0.367,74120,3448,4294890000,10,2124850,394.546,394.762,392.84,21.504
96,PA-A-30_판넬PC,2층203호냉난방기,300,20210308005315,228.011,0.367,73769,3446,4294890000,10,2124850,394.653,394.927,393.094,21.504
97,PA-A-30_판넬PC,2층203호냉난방기,300,20210308005340,228.095,0.369,74236,3537,4294890000,10,2124850,394.719,395.072,393.103,21.504
98,PA-A-30_판넬PC,2층203호냉난방기,300,20210308005405,228.001,0.367,74695,3596,4294890000,10,2124850,394.786,394.909,392.997,21.504
99,PA-A-30_판넬PC,2층203호냉난방기,300,20210308005455,228.193,0.366,73788,3523,4294890000,10,2124850,394.986,395.242,393.307,21.504
100,PA-A-30_판넬PC,2층203호냉난방기,300,20210308005520,228.145,0.369,74503,3754,4294890000,10,2124850,394.921,395.159,393.262,21.312
101,PA-A-30_판넬PC,2층203호냉난방기,300,20210308005545,228.109,0.366,74979,3684,4294890000,10,2124850,394.977,395.096,393.158,21.504
102,PA-A-30_판넬PC,2층203호냉난방기,300,20210308005610,228.206,0.367,74819,3339,4294890000,10,2124850,395.012,395.264,393.304,21.504
103,PA-A-30_판넬PC,2층203호냉난방기,300,20210308005635,228.206,0.367,74819,3339,4294890000,10,2124850,395.012,395.264,393.304,21.504
104,PA-A-30_판넬PC,2층203호냉난방기,300,20210308005725,228.144,0.367,74958,3587,4294890000,10,2124850,395.005,395.157,393.208,21.504
105,PA-A-30_판넬PC,2층203호냉난방기,300,20210308005750,227.941,0.366,74973,3403,4294890000,10,2124850,394.797,394.805,393.092,21.312
106,PA-A-30_판넬PC,2층203호냉난방기,300,20210308005815,227.941,0.366,74973,3403,4294890000,10,2124850,394.797,394.805,393.092,21.312
107,PA-A-30_판넬PC,2층203호냉난방기,300,20210308005840,227.941,0.366,74973,3403,4294890000,10,2124850,394.797,394.805,393.092,21.312
108,PA-A-30_판넬PC,2층203호냉난방기,300,20210308005905,227.807,0.366,74783,3616,4294890000,10,2124850,394.63,394.573,392.723,21.504
109,PA-A-30_판넬PC,2층203호냉난방기,300,20210308005955,227.756,0.366,75158,3603,4294890000,10,2124850,394.26,394.485,392.467,21.504
110,PA-A-30_판넬PC,2층203호냉난방기,300,20210308010020,227.701,0.366,75061,3567,4294890000,10,2124850,394.272,394.39,392.474,21.504
111,PA-A-30_판넬PC,2층203호냉난방기,300,20210308010045,227.701,0.366,75061,3567,4294890000,10,2124850,394.272,394.39,392.474,21.504
112,PA-A-30_판넬PC,2층203호냉난방기,300,20210308010110,227.711,0.365,74296,3451,4294890000,10,2124850,394.177,394.407,392.58,21.312
113,PA-A-30_판넬PC,2층203호냉난방기,300,20210308010135,227.711,0.365,74296,3451,4294890000,10,2124850,394.177,394.407,392.58,21.312
114,PA-A-30_판넬PC,2층203호냉난방기,300,20210308010225,227.762,0.365,74341,3201,4294890000,10,2124850,394.26,394.495,392.547,21.504
115,PA-A-30_판넬PC,2층203호냉난방기,300,20210308010250,227.904,0.368,74271,3426,4294890000,10,2124850,394.542,394.741,392.938,21.312
116,PA-A-30_판넬PC,2층203호냉난방기,300,20210308010315,227.718,0.366,73806,3560,4294890000,10,2124850,394.471,394.419,392.625,21.504
117,PA-A-30_판넬PC,2층203호냉난방기,300,20210308010340,227.61,0.366,74136,3433,4294890000,10,2124850,394.218,394.232,392.432,21.504
118,PA-A-30_판넬PC,2층203호냉난방기,300,20210308010405,227.651,0.364,74848,3283,4294890000,10,2124850,394.196,394.303,392.308,21.504
119,PA-A-30_판넬PC,2층203호냉난방기,300,20210308010455,227.544,0.366,75133,3572,4294890000,10,2124850,394.061,394.118,392.285,21.504
120,PA-A-30_판넬PC,2층203호냉난방기,300,20210308010520,227.544,0.366,75133,3572,4294890000,10,2124850,394.061,394.118,392.285,21.504
121,PA-A-30_판넬PC,2층203호냉난방기,300,20210308010545,227.74,0.366,74750,3577,4294890000,10,2124850,394.488,394.457,392.602,21.312
122,PA-A-30_판넬PC,2층203호냉난방기,300,20210308010610,227.688,0.367,75363,3540,4294890000,10,2124850,394.359,394.367,392.502,21.504
123,PA-A-30_판넬PC,2층203호냉난방기,300,20210308010635,227.626,0.367,75263,3624,4294890000,10,2124850,394.268,394.26,392.481,21.504
124,PA-A-30_판넬PC,2층203호냉난방기,300,20210308010725,227.704,0.366,74135,3233,4294890000,10,2124850,394.414,394.395,392.557,21.504
125,PA-A-30_판넬PC,2층203호냉난방기,300,20210308010750,227.659,0.366,73879,3582,4294890000,10,2124850,394.204,394.317,392.412,21.504
126,PA-A-30_판넬PC,2층203호냉난방기,300,20210308010815,227.831,0.367,74100,3695,4294890000,10,2124850,394.487,394.615,392.672,21.312
127,PA-A-30_판넬PC,2층203호냉난방기,300,20210308010840,227.781,0.366,74499,3516,4294890000,10,2124850,394.159,394.528,392.069,21.504
128,PA-A-30_판넬PC,2층203호냉난방기,300,20210308010905,227.899,0.366,73890,3113,4294890000,10,2124850,394.326,394.733,392.458,21.504
129,PA-A-30_판넬PC,2층203호냉난방기,300,20210308010955,227.647,0.367,74236,3171,4294890000,10,2124850,394.376,394.296,392.434,21.312
130,PA-A-30_판넬PC,2층203호냉난방기,300,20210308011020,227.676,0.366,74129,3788,4294890000,10,2124850,394.35,394.346,392.452,21.312
131,PA-A-30_판넬PC,2층203호냉난방기,300,20210308011045,227.334,0.365,73873,3101,4294890000,10,2124850,394.416,393.754,392.381,21.504
132,PA-A-30_판넬PC,2층203호냉난방기,300,20210308011110,227.531,0.365,74006,3396,4294890000,10,2124850,394.301,394.095,392.375,21.504
133,PA-A-30_판넬PC,2층203호냉난방기,300,20210308011135,227.496,0.367,74865,3643,4294890000,10,2124850,394.168,394.035,392.332,21.504
134,PA-A-30_판넬PC,2층203호냉난방기,300,20210308011225,227.662,0.365,74005,3709,4294890000,10,2124850,394.405,394.322,392.431,21.504
135,PA-A-30_판넬PC,2층203호냉난방기,300,20210308011250,227.664,0.366,73813,3377,4294890000,10,2124850,394.478,394.326,392.614,21.312
136,PA-A-30_판넬PC,2층203호냉난방기,300,20210308011315,227.698,0.366,73635,3669,4294890000,10,2124850,394.606,394.384,392.595,21.504
137,PA-A-30_판넬PC,2층203호냉난방기,300,20210308011340,227.698,0.366,73635,3669,4294890000,10,2124850,394.606,394.384,392.595,21.504
138,PA-A-30_판넬PC,2층203호냉난방기,300,20210308011405,227.546,0.365,73667,3324,4294890000,10,2124850,394.26,394.121,392.311,21.312
139,PA-A-30_판넬PC,2층203호냉난방기,300,20210308011455,227.695,0.366,73207,3234,4294890000,10,2124850,394.653,394.379,392.673,21.312
140,PA-A-30_판넬PC,2층203호냉난방기,300,20210308011520,227.695,0.366,73207,3234,4294890000,10,2124850,394.653,394.379,392.673,21.312
141,PA-A-30_판넬PC,2층203호냉난방기,300,20210308011545,227.736,0.366,74244,3688,4294890000,10,2124850,394.573,394.45,392.588,21.504
142,PA-A-30_판넬PC,2층203호냉난방기,300,20210308011610,227.538,0.365,73375,3582,4294890000,10,2124850,394.908,394.107,392.763,21.312
143,PA-A-30_판넬PC,2층203호냉난방기,300,20210308011635,227.393,0.366,73670,3218,4294890000,10,2124850,393.915,393.856,392.902,21.504
144,PA-A-30_판넬PC,2층203호냉난방기,300,20210308011751,227.887,0.368,75193,3314,4294890000,10,2124850,394.947,394.712,392.696,21.312
145,PA-A-30_판넬PC,2층203호냉난방기,300,20210308011816,227.893,0.367,74992,3279,4294890000,10,2124850,394.745,394.722,392.954,21.504
146,PA-A-30_판넬PC,2층203호냉난방기,300,20210308011841,227.893,0.367,74992,3279,4294890000,10,2124850,394.745,394.722,392.954,21.504
147,PA-A-30_판넬PC,2층203호냉난방기,300,20210308011906,227.982,0.367,74769,3489,4294890000,10,2124850,394.986,394.876,393.115,21.312
148,PA-A-30_판넬PC,2층203호냉난방기,300,20210308011956,227.869,0.367,73998,3731,4294890000,10,2124850,394.818,394.681,393.047,21.312
149,PA-A-30_판넬PC,2층203호냉난방기,300,20210308012021,227.869,0.367,73998,3731,4294890000,10,2124850,394.818,394.681,393.047,21.312
150,PA-A-30_판넬PC,2층203호냉난방기,300,20210308012046,227.988,0.366,74010,3311,4294890000,10,2124850,395.005,394.887,393.143,21.504
151,PA-A-30_판넬PC,2층203호냉난방기,300,20210308012111,228.094,0.367,73850,3297,4294890000,10,2124850,395.193,395.07,393.305,21.312
152,PA-A-30_판넬PC,2층203호냉난방기,300,20210308012136,228.114,0.367,73836,3686,4294890000,10,2124850,395.155,395.105,393.236,21.312
153,PA-A-30_판넬PC,2층203호냉난방기,300,20210308012226,227.949,0.367,74414,3233,4294890000,10,2124850,394.963,394.819,393.042,21.12
154,PA-A-30_판넬PC,2층203호냉난방기,300,20210308012251,227.914,0.366,74043,3825,4294890000,10,2124850,394.94,394.759,393.125,21.312
155,PA-A-30_판넬PC,2층203호냉난방기,300,20210308012316,228.1,0.367,74559,3439,4294890000,10,2124850,395.084,395.081,393.248,21.12
156,PA-A-30_판넬PC,2층203호냉난방기,300,20210308012341,228.029,0.366,74177,3462,4294890000,10,2124850,395.013,394.958,393.013,21.312
157,PA-A-30_판넬PC,2층203호냉난방기,300,20210308012406,228.152,0.369,74146,3476,4294890000,10,2124850,395.238,395.171,393.39,21.312
158,PA-A-30_판넬PC,2층203호냉난방기,300,20210308012456,228.108,0.366,73470,3395,4294890000,10,2124850,395.313,395.095,393.472,21.504
159,PA-A-30_판넬PC,2층203호냉난방기,300,20210308012521,228.108,0.366,73470,3395,4294890000,10,2124850,395.313,395.095,393.472,21.504
160,PA-A-30_판넬PC,2층203호냉난방기,300,20210308012546,227.745,0.366,74599,3608,4294890000,10,2124850,394.585,394.466,392.654,21.312
161,PA-A-30_판넬PC,2층203호냉난방기,300,20210308012611,227.829,0.365,73835,3328,4294890000,10,2124850,394.79,394.611,392.964,21.504
162,PA-A-30_판넬PC,2층203호냉난방기,300,20210308012636,228.001,0.366,73448,3590,4294890000,10,2124850,395.001,394.909,393.226,21.504
163,PA-A-30_판넬PC,2층203호냉난방기,300,20210308012726,227.919,0.366,73404,3677,4294890000,10,2124850,394.92,394.767,393.122,21.312
164,PA-A-30_판넬PC,2층203호냉난방기,300,20210308012751,227.919,0.366,73404,3677,4294890000,10,2124850,394.92,394.767,393.122,21.312
165,PA-A-30_판넬PC,2층203호냉난방기,300,20210308012816,227.894,0.367,74034,3310,4294890000,10,2124850,394.838,394.724,392.978,21.504
166,PA-A-30_판넬PC,2층203호냉난방기,300,20210308012841,227.765,0.367,74590,3412,4294890000,10,2124850,394.559,394.501,392.765,21.312
167,PA-A-30_판넬PC,2층203호냉난방기,300,20210308012906,227.898,0.367,74338,3134,4294890000,10,2124850,394.939,394.731,393.054,21.312
168,PA-A-30_판넬PC,2층203호냉난방기,300,20210308012956,227.427,0.366,74407,3424,4294890000,10,2124850,394.184,393.915,392.559,21.312
169,PA-A-30_판넬PC,2층203호냉난방기,300,20210308013021,227.335,0.365,74827,3699,4294890000,10,2124850,394.267,393.756,392.587,21.504
170,PA-A-30_판넬PC,2층203호냉난방기,300,20210308013046,227.906,0.367,74465,3304,4294890000,10,2124850,394.97,394.745,392.865,21.504
171,PA-A-30_판넬PC,2층203호냉난방기,300,20210308013111,227.982,0.366,73815,3424,4294890000,10,2124850,394.75,394.876,393.162,21.312
172,PA-A-30_판넬PC,2층203호냉난방기,300,20210308013136,227.982,0.366,73815,3424,4294890000,10,2124850,394.75,394.876,393.162,21.312
173,PA-A-30_판넬PC,2층203호냉난방기,300,20210308013226,227.934,0.367,73519,3417,4294890000,10,2124850,394.785,394.793,392.902,21.312
174,PA-A-30_판넬PC,2층203호냉난방기,300,20210308013251,227.816,0.367,73752,3441,4294890000,10,2124850,394.66,394.589,392.905,21.312
175,PA-A-30_판넬PC,2층203호냉난방기,300,20210308013316,227.903,0.366,74354,3486,4294890000,10,2124850,394.696,394.74,393.037,21.312
176,PA-A-30_판넬PC,2층203호냉난방기,300,20210308013341,227.811,0.367,73749,3375,4294890000,10,2124850,394.669,394.58,392.836,21.312
177,PA-A-30_판넬PC,2층203호냉난방기,300,20210308013406,227.972,0.367,74228,3349,4294890000,10,2124850,394.863,394.859,393.085,21.504
178,PA-A-30_판넬PC,2층203호냉난방기,300,20210308013521,227.948,0.368,74250,3316,4294890000,10,2124850,394.873,394.818,393.124,21.504
179,PA-A-30_판넬PC,2층203호냉난방기,300,20210308013546,228.139,0.368,73791,3574,4294890000,10,2124850,395.264,395.148,393.421,21.312
180,PA-A-30_판넬PC,2층203호냉난방기,300,20210308013611,228.139,0.368,73791,3574,4294890000,10,2124850,395.264,395.148,393.421,21.312
181,PA-A-30_판넬PC,2층203호냉난방기,300,20210308013636,228.046,0.368,74464,3265,4294890000,10,2124850,395.031,394.987,393.253,21.504
182,PA-A-30_판넬PC,2층203호냉난방기,300,20210308013726,227.959,0.366,73676,3342,4294890000,10,2124850,395.008,394.837,393.108,21.312
183,PA-A-30_판넬PC,2층203호냉난방기,300,20210308013751,227.871,0.366,74978,3513,4294890000,10,2124850,394.774,394.684,392.94,21.312
184,PA-A-30_판넬PC,2층203호냉난방기,300,20210308013816,227.972,0.365,74797,3387,4294890000,10,2124850,394.937,394.859,392.964,21.312
185,PA-A-30_판넬PC,2층203호냉난방기,300,20210308013841,227.947,0.367,75079,3269,4294890000,10,2124850,394.958,394.816,392.978,21.504
186,PA-A-30_판넬PC,2층203호냉난방기,300,20210308013906,227.995,0.366,74639,3440,4294890000,10,2124850,394.939,394.899,393.207,21.504
